paper_number,doi,year_published,journal,article_type,data_used,data_availability,data_availability_text,data_link,data_archive,data_doi,data_license,data_license_type,data_download,data_open,data_format,data_README,data_README_scale,data_completeness,code_used,code_alert,code_archived,code_availability,code_link,code_archive,code_doi,code_license,code_license_type,code_CITATION,code_download,code_open,code_format,code_language,code_README,code_README_scale,code_annotation_scale,code_vignette,code_Rpackage_available,code_application_cited,code_comments,country_first,comments,recorder_ID
298,10.1111/1365-2656.12894,2018,Journal of Animal Ecology,Research Article,Yes,Yes,"All data available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.b701bs0 (Matthews et al., 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Complete,Yes,"General linear model ANOVAs were constructed to test for differences between sexes and morphs in morphology, including SVL, mass, HL, HW, HLL, IIL, BW and TL (n = 45, patterned morph = 18, plain-backed morph = 27; spss v. 23, IBM)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,NA,78
6691,10.1111/1365-2435.13781,2021,Functional Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.2z34tmpkv (Chivers et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Complete,Yes,All data were analysed in SPSS v. 15,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,NA,45
51,10.1111/1365-2435.13209,2018,Functional Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.t775334 (Dlouhá et al., 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,3,Unsure,Yes,"For each examined relationship, linear model was first fitted using the ordinary least square method implemented in “lm” function of the R software (R Core Team, 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,NA,76
1272,10.1111/1365-2435.13116,2018,Functional Ecology,Research Article,Yes,Yes,"Data associated with this paper have been deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.ms38c8k (Hardt, Ardia, Bashaw, & Rivers, 2018).

",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,5,Complete,Yes,we constructed mixed-effects models with the “mle” function in the r statistical environment.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,141
1058,10.1111/1365-2435.14508,2024,Functional Ecology,Research Article,Yes,Yes,"The data upon which this study is based are available through the ANU Data Commons https://doi.org/10.25911/k541-g386 (Bryant et al., 2024).",Yes,Other repo/database,Yes,Yes,CC BY,Yes,Yes,.ods;.xls(x),Yes,8,High,Yes,"All analyses were performed in R version 4.0.2 (R Core Team, 2022).",Yes,No,Yes,"GitHub, Codeberg, Gitlab, or similar platform",No,Yes,MIT,No,Yes,Yes,notebook,R,Yes,3,8,No,Not an R package,NA,NA,Australia,"The paper provides some code, but only one example for how to calculate a specific values. But not the code to reproduce all analysis. I assessed the code that was available, but this might not have been the right thing to do.",26
2091,10.1111/2041-210X.13626,2021,Methods in Ecology and Evolution,Research Article,Yes,Yes,"Fluorescence raw data from qPCR deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.kd51c5b5k (Paula & Andow, 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,7,Complete,Yes,"Melt curves were constructed using the raw fluorescence data and diffQ in the library MBmca in R (R Core Team, 2013).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brazil,NA,5
1288,10.1111/2041-210X.12892,2017,Methods in Ecology and Evolution,Application,No,NA,This manuscript does not involve any data that needs to be archived.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,No,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Other repo/database",No,Yes,Unsure,Unsure,Yes,Yes,native source code,Python,Yes,9,7,Yes,Not an R package,3,NA,NA,NA,106
2397,10.1111/1365-2745.14347,2024,Journal of Ecology,Research Article,Yes,Yes,"All generated data underlying this study are accessible on Figshare: https://doi.org/10.6084/m9.figshare.24522124.v2 (Ngute et al., 2023). Additional stem-level forest inventory data will be deposited at Forestplots (https://forestplots.net/) and Science-i (https://science-i.org/), public repositories that provide data upon request for research purposes.",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,.xls(x),No,NA,Fair,Yes,"All analyses were performed in the R statistical software, version 4.3–1 (R Core Team, 2023).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,NA,44
3033,10.1111/2041-210X.13845,2022,Methods in Ecology and Evolution,Research Article,Yes,Yes,"All simulation scripts, results and carnivoran/environmental data are deposited in Zenodo (https://doi.org/10.5281/zenodo.6186839; Hauffe et al., 2022). The DES framework is available in the open-source package PyRate (https://doi.org/10.5281/zenodo.6341163; Silvestro et al., 2022) and includes routines for preparing input data, model fitting and plotting results. Tutorials at https://github.com/dsilvestro/PyRate/tree/master/tutorials/pyrate_tutorial_5.md guide through all steps of the DES analysis.",Yes,Supplementary materials;Zenodo,Yes,Yes,CC BY,Yes,Needs specific software or too large,.txt;.py;.png,Yes,7,High,Yes,NA,Yes,Yes,Yes,Zenodo,Yes,Yes,CC BY,No,Yes,Maybe if I had the right software,native source code,R;Python,Yes,8,NA,No,Unable to check,NA,NA,Switzerland,NA,87
1957,10.1111/1365-2656.12997,2019,Journal of Animal Ecology,Research Article,No,NA,Data on H5N1 outbreaks are available from FAO (http://empres-i.fao.org/eipws3g/) and OIE (http://www.oie.int/wahid). Waterbird community data are available from IWC Online database of Wetlands International (http://iwc.wetlands.org). NDVI data are available from https://neo.sci.gsfc.nasa.gov/view.php?datasetId=MOD_NDVI_M. Human density data are available from http://sedac.ciesin.columbia.edu/data/collection/gpw-v4. Poultry density data are available from http://www.fao.org/ag/againfo/resources/documents/multimedia/popup/glw.html. Climate data are available from https://crudata.uea.ac.uk/cru/data/hrg/. Waterbody data are available from: https://www.worldwildlife.org/pages/global-lakes-and-wetlands-database.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,All logistic regression models were fitted using R 3.5.1.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China;Netherlands (Kingdom of the),The accessibility of the relevant data needed to replicate the study is unclear,147
1775,10.1111/1365-2664.13385,2019,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available via the Dryad Digital Repository https://doi.org/10.5061/dryad.11rf64v (Parsons et al., 2018a).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,7,Complete,Yes,"We fit models in stan (version 2.15.1, Stan Development Team, 2015b) via the rstan (version 2.15.1, Stan Development Team, 2015a) interface in r (version 3.4.0, R Development Core Team, 2008) via r Studio (version 1.0.143, RStudio Team, 2015)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,124
215,10.1111/1365-2656.13553,2021,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.63xsj3v2g (Wood et al., 2021).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Complete,Yes,"The function rarefy from the vegan package (Oksanen et al., 2015) was used to calculate dietary breadth values based on the observed frequencies of collected botanical families, chosen at random without replacement 1,000 times.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Belgium,Doubts with data equity due to the origin of samples/data [museum collections],55
4915,10.1111/1365-2664.13663,2020,Journal of Applied Ecology,Research Article,Yes,Yes,"Data are available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.0cfxpnvzg (Vahter et al., 2020a). Representative sequences of each virtual taxon were submitted to European Nucleotide Archive (ENA) at EMBL-EBI under accession number PRJEB35581 (https://www.ebi.ac.uk/ena/data/view/PRJEB35581; accessions LR794855-LR796134; Vahter et al., 2020b).",Yes,Dryad;Other repo/database,Yes,Yes,CC0,Yes,Yes,.xls(x);.fasta,No,NA,Complete,Yes,"Diversity of AM fungi and plants was calculated using the asymptotic Shannon entropy index, or Hill number order q = 1, using the r (R Core Team, 2019) package hillR (Li, 2018)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estonia,NA,23
91,10.1111/2041-210X.13306,2019,Methods in Ecology and Evolution,Research Article,Yes,Yes,"The code for these analyses with examples illustrating their application is available in GitHub and Zenodo: github.com/vanderleidebastiani/rewiring and zenodo.org/record/3405384#.XYPBGX97l1t (Debastiani et al., 2019).",Yes,"GitHub, GitLab, Codeberg or similar platform;Zenodo",Yes,Unsure,NA,Yes,Yes,.csv/.tsv,No,NA,Complete,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,GPL,No,Yes,Yes,native source code,R,Yes,2,4,Yes,Not an R package,NA,NA,United States of America,NA,20
170,10.1111/1365-2664.13081,2018,Journal of Applied Ecology,Research Article,Yes,Yes,"Data are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.6h68k (Trevathan-Tackett, Wessel, et al., 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,7,Complete,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,NA,7
2698,10.1111/1365-2435.13616,2020,Functional Ecology,Research Article,Yes,Yes,"Data are available on Dryad Digital Repository: https://doi.org/10.5061/dryad.nzs7h44p6 (Janssens & Stoks, 2020).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,High,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Belgium,The software used for data analysis is Statistica. We were unsure whether this uses code or not.,81
799,10.1111/2041-210X.13603,2021,Methods in Ecology and Evolution,Research Article,Yes,Yes,"Codes are freely available in GitHub (https://github.com/GMLatUCDavis/QuSTo) and archived on Zenodo https://doi.org/10.5281/zenodo.4627805 (Martínez et al., 2021).",Yes,"GitHub, GitLab, Codeberg or similar platform;Zenodo",Yes,Yes,Other,NA,NA,.csv/.tsv,Yes,10,NA,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,GPL,No,Yes,Yes,native source code,Python,NA,NA,8,No,NA,NA,NA,United States of America,NA,95
4786,10.1111/1365-2664.13347,2019,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available from Edinburgh Napier University Repository https://doi.org/10.17869/enu.2019.1497843 (White, Lee, Roberts, & Cole, 2019).",Yes,Other repo/database,Yes,No,NA,Yes,Yes,.csv/.tsv,No,NA,Fair,Yes,There are bits of R code in the suppoorting information,Yes,No,No,Supplementary materials;Other repo/database,No,No,NA,No,NA,NA,.txt,R,No,NA,1,Yes,Not an R package,NA,NA,United Kingdom of Great Britain and Northern Ireland,"The code reflects only part of the analyses, it is not clear how the other outputs were produced. This is an older paper where the data is provided under ""data accessibility"".",96
6270,10.1111/2041-210X.13350,2020,Methods in Ecology and Evolution,Application,No,NA,"The r package that is the subject of this paper is available on CRAN at https://CRAN.R-project.org/package=grainscape (Galpern, Doctolero, & Chubaty, 2019) and its external data folder includes the raster used to construct the examples in Figure 1. Both the manual distributed with the r package and the detailed tutorial in Appendix S2 contain the code necessary to reproduce analyses shown in Figure 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform",Yes,Yes,GPL,Yes,Yes,Yes,native source code;notebook,R;C/C++,Yes,10,10,Yes,Yes,17,NA,NA,NA,41
1301,10.1111/2041-210X.12911,2017,Methods in Ecology and Evolution,Application,No,NA,"
DATA ACCESSIBILITY

The AcuityView package is freely available using the r software and can be downloaded from the CRAN. The source code for AcuityView has been archived using GitHub and is freely available from the Zenodo repository (https://doi.org/10.5281/zenodo.998916).
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo;CRAN",Yes,Yes,GPL,No,Yes,Yes,native source code,R,Yes,9,10,No,Yes,68,"NO CI, no tests, no update since publication in 2017, still runs on R. Receives unimportant NOTEs on CRAN checks",NA,NA,4
535,10.1111/1365-2745.14098,2023,Journal of Ecology,Research Article,Yes,"No, but they are available on request","The plot-level evenness data are stored in the Research Data Repository of the Research Collection of ETH Zürich http://doi.org/10.3929/ethz-b-000597256. The GFBI database is 3rd party data, and is publicly available upon request at https://gfbinitiative.net/data/.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"The statistical analyses were performed in R version 3.5.1 (R Core Team, 2018). The code used to perform the statistical analyses can be found at Github, following this link: tinyurl.com/3vvf52v9.",Yes,No,Yes,"GitHub, Codeberg, Gitlab, or similar platform",No,Yes,Other,No,Yes,Yes,notebook,R,No,NA,3,No,Not an R package,NA,NA,Switzerland,NA,123
1329,10.1111/1365-2435.12930,2017,Functional Ecology,Research Article,Yes,Yes,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.j3572 (Schofield, Katselidis, Lilley, Reina, & Hays, 2017).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),No,NA,Unsure,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,Data annotation was too incomplete to judge whether the data was complete.,103
188,10.1111/1365-2664.14138,2022,Journal of Applied Ecology,Research Article,Yes,Yes,"The raw data used in our analysis were collected by the South Australia Department for Environment and Water and contain potentially confidential information. Therefore, these data have not been archived. We have published a summary dataset used in our statistical analysis, which contains the total possessions, breeding, sales and escapes for each species/subspecies, as well as collated species attributes and regulatory status, in Figshare. https://doi.org/10.6084/m9.figshare.16436379.v2 (Toomes et al., 2021).",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,.xls(x),Yes,6,Complete,Yes,"All data analyses were conducted in the R software version 3.4.4 (R Core Development Team, 2019) and we used the PiecewiseSEM package to generate and evaluate SEMs (Lefcheck, 2016).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,"Raw data is not archived but summaries are, which authors say can reproduce their SEM analysis",15
299,10.1111/1365-2435.14479,2023,Functional Ecology,Research Article,Yes,Yes,"The data are available from Pangaea Data Repository: https://doi.org/10.1594/PANGAEA.962593 & https://doi.org/10.1594/PANGAEA.962841 (Wall et al., 2023a, 2023b).",Yes,Other repo/database,Yes,Yes,CC BY,Yes,Yes,.tab,Yes,10,Complete,Yes,"Analyses were performed using R-Studio 1.3.1073 with R version 4.0.2 (R Core Team, 2020; RStudio Team, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,78
507,10.1111/1365-2745.13398,2020,Journal of Ecology,Research Article,Yes,Yes,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.qv9s4mwbf (Hayes et al., 2020).",Yes,Dryad,Yes,No,CC0,Yes,Yes,.xls(x),No,NA,Complete,Yes,"We used the MixSiar package (Stock & Semmens, 2016) to determine the proportion of saline water and non-saline mist water that comprised the mangrove leaf water post-mist exposure in the field misting experiment. MixSiar is a Bayesian mixing model that uses biotracer data to estimate the proportions of source contributions to a mixture (consumer).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,94
8100,10.1111/1365-2745.13671,2021,Journal of Ecology,Research Article,Yes,Yes,"Data are available on Figshare https://doi.org/10.6084/m9.figshare.13096061.v2 (De Pauw, 2020).",Yes,Figshare,Yes,Yes,CC BY,Yes,Yes,.txt,No,NA,High,Yes,"Phylogenetic diversity metrics were calculated, using the ‘pez’ r
package (Pearse et al., 2015).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Belgium,NA,122
49,10.1111/1365-2656.12775,2017,Journal of Animal Ecology,Research Article,Yes,Yes,"The Sightings database, where the capture–mark–recapture data are curated, for the Macquarie Island Elephant Seals are available from the Australian Antarctic Data Centre, https://data.aad.gov.au/metadata/records/TAGS_Elephant_Seals (Burton, Van Den Hoff, & Hindell, 2017).",Yes,Other repo/database,Yes,Yes,CC BY,Yes,Needs specific software or too large,Unsure,Unsure,NA,Unsure,Yes,"Statistical analyses were computed using r version 3.2.3 (R Core Team, 2015) and candidate models were compared using Akaike information criterion (AIC, Burnham & Anderson, 2002).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,NA,58
6783,10.1111/1365-2656.12687,2017,Journal of Animal Ecology,Research Article,Yes,Yes,All data used in this study have been deposited in Dryad Digital Repository https://doi.org/10.5061/dryad.9m6vp (Valtonen et al. 2017).,Yes,Dryad,Yes,No,CC0,Yes,Yes,.xls(x),No,NA,Complete,Yes,"Apart from MDS and TRIM models, all other analyses were conducted with R version ≥2.14.1 (R Development Core Team 2014).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finland,NA,67
551,10.1002/pan3.10618,2024,People and Nature,Research Article,Yes,No,All data sources are appropriately cited in the paper.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,NA,66
982,10.1111/1365-2745.13949,2022,Journal of Ecology,Research Article,Yes,Yes,"The data are available in the Dryad Digital Repository https://doi.org/10.5061/dryad.vt4b8gtvd (Seget, Bogdziewicz, Holeksa, Ledwoń, Piechnik, et al., 2022).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),Yes,9,Low,Yes,"Because our response is a proportion, we applied a binomial generalised linear mixed model (GLMM), with a standard link (logit-link) function, implemented via the glmmTMB package (Brooks et al., 2017), in r (R Core Team, 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poland,NA,86
320,10.1111/1365-2656.13491,2021,Journal of Animal Ecology,Research Article,Yes,Yes,"Data collected for this project are available through Zenodo https://doi.org/10.5281/zenodo.4627774 (Kaylor et al., 2021).",Yes,Zenodo,Yes,Unsure,NA,Yes,Yes,.csv/.tsv,Yes,10,Complete,Yes,"'R Core Team. (2017). R: A language and environment for statistical comput-
ing. R Foundation for Statistical Computing. Retrieved from http://
www.r- project.org/' in citations.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,NA,77
651,10.1111/1365-2745.13154,2019,Journal of Ecology,Research Article,Yes,Yes,"Data available through Digital Commons @ Georgia Southern repository https://doi.org/10.20429/data.2019.01 (Carroll et al., 2019).",Yes,Other repo/database,Yes,Yes,CC BY,Yes,Yes,.csv/.tsv,Yes,9,Complete,Yes,NA,Yes,No,Yes,Other repo/database,Yes,Yes,CC BY,No,Yes,Yes,.txt,R,Yes,9,8,No,Not an R package,NA,NA,United States of America,NA,79
