Timestamp,1. Paper number,2. DOI of paper (please copy paste to avoid errors),3. Year of publication (on spreadsheet),4. Journal  (on spreadsheet),5. Article type  (on spreadsheet),6. Please paste the text of the Data Availability statement here,7. Does the paper have data?,1. Country of corresponding author  (on spreadsheet),"2. Country of first author. Use their main address on the paper. There may be more than one. We mean the address that is next to their name on the paper, NOT any “current address” that may be added for people who have recently moved institutions.","3. What georegion(s) were any novel data used in the paper collected from? Select all that apply. NOTE THIS MEANS DATA THAT WERE PHYSICALLY COLLECTED IN THESE COUNTRIES, DO NOT INCLUDE THINGS WHERE THE AUTHORS USED A DATASET FROM FRANCE BUT DID NOT ACTUALLY GO TO FRANCE TO COLLECT DATA :)",4. Are any authors (use their main address on the paper) based in the georegion the data were collected from?  Also check the Acknowledgments to see if data labourers from the georegion who are not authors are mentioned there instead.,Any comments about data equity that these Qs don't cover?,1. Are the data mentioned in the Data Availability statement?,2. Are you able to find the data using the link/instructions in the Data Availability statement?,3. Where are the data archived?,4. Does the dataset have a DOI?,5. Can you download the data?,6. Can you open the data?,7. What format are the data in?,8. Does the data have a README/metadata?,9. How useful is the README/metadata? Read the notes in the protocol to help with decisions here. SKIP THIS Q IF NO README EXISTS.,10. How complete is the archived data?,11. Does the data have a license?,"12. If yes, what license?",13. Has the data been cited (excluding the original paper it was archived for)? You can find this information on the Dryad and Figshare landing pages for the dataset on the right hand side. For other repositories it varies. If you can't find out easily just pick Unsure.,"14. If yes, how many times?  Enter number or Unclear",15. Has the data been cited by someone other than the original authors? You can find this by clicking on the citations and looking at the papers that cite the data.,"16. If yes, how many times? (excluding the original paper it was archived for) Enter number or Unclear","17. For any paper(s) citing the data, what georegions are on the authors main addresses (i.e. when doing the work)? Please select all relevant options.",0.1 Does the paper use code?,"0.2 If the paper uses code, and this is NOT archived (i.e. they mention using R or Python but don't provide any scripts) please copy-paste the text from the paper that alerted you to them using code...",0.3 Does the paper have archived code?,1. Is the code archiving described in the Data Availability (or equivalent) statement?,*Please paste the section of the text that refers to the archived code if this is NOT part of the Data Availability Statement*.,2. Are you able to find the code using the link/instructions in the Data Availability (or equivalent) statement?,3. Where are the code archived?,4. Does the code have a DOI?,5. Can you download the code?,6. Can you open the code?,7. What language is the code written in?,8. What format is the code in?,9. Does the code have a README?,10. How useful is the README? See the protocol for help with making decisions about this. SKIP THIS Q IF NO README EXISTS.,11. How well is the code annotated? See the protocol for help with making decisions about this.,12. Does the code have a separate vignette with examples of how the code should be used?,"13. If the code is an R Package, and it was previously available on CRAN/Bioconductor (as stated in the Data Availability statement), is it still available? Check this by trying to install it on the most recent version of R. If you don't know how to do this/can't do this choose ""Unable to check""","14. If the code is a package in another language (e.g. Python) published on PyPI please put the name of the package here and where it has been deposited we will see if it is still available. If you know how to look this up yourself, please do and mention whether it is still available here (Yes/No)",15. Does the code have a CITATION file?,16. Does the code have a license?,"17. If yes, what license?",18. APPLICATION papers only. How many times has the paper been cited? You can find this on the landing page of the paper.,19. Has the code been cited (excluding the original paper it was archived for)? Code = the archived code (not the paper or package).,"20. If yes, how many times? (excluding the original paper it was archived for) Enter number or Unclear","21. Do you have any other comments about the code? For example for those familiar with these processes, does the code use unit test? Doe it have continuous integration? Does it use docker/other containers?",21. Has the code been cited by someone other than the original authors?,"22. If yes, how many times? Enter number or Unclear",1. Did you have any issues recording data for this paper? If yes we will go back and check it for you later.,2. Any other comments about this paper?,2. What date did you do this? (YYYY-MM-DD),...62,...63,...64,...65,...66,...67,recorder_ID
2025/09/30 11:06:35 am GMT,119,10.1111/2041-210X.12774,2017,Methods in Ecology and Evolution,Research Article,"The simulated landscape dataset from Lotterhos & Whitlock (2014, 2015) is archived on Dryad (https://doi.org/10.5061/dryad.mh67v). The empirical dog breed dataset from Schlamp et al. (2016) is also archived on Dryad (https://doi.org/10.5061/dryad.hf46s). The exact datasets and code used in this study are archived on Dryad (https://doi.org/10.5061/dryad.bp11m; Lotterhos et al. 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Dryad,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc);markdown / notebook containing code (e.g. .Rmd, .qmd, etc);.txt",Yes,4,9,No,NA,NA,No,Yes,CC0,NA,No,NA,NA,No,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,25
2025/09/30 11:06:57 am GMT,1185,10.1111/1365-2745.14171,2023,Journal of Ecology,Research Article,"The data that support the findings of this study are available at Figshare https://doi.org/10.6084/m9.figshare.23660070 (E-Vojtkó et al., 2023).",Yes,Czechia,Czechia,NO DATA COLLECTED,Yes - First author;Yes - Last author;Yes - One or more middle authors,Data compiled from databases,Yes,Yes,Figshare,Yes,Yes,Yes,.xls(x),Yes,2,The main analyses of the paper cannot be repeated with the data that has been archived.,Yes,CC BY,No,0,No,0,UNCLEAR,Yes,"All statistical analyses were performed in the R statistical environment (R Development Core Team, 2020)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data compiled from vegetation and trait database; Raw data was not provided,2025-09-30,NA,NA,NA,NA,NA,NA,1
2025/09/30 11:07:17 am GMT,92,https://doi.org/10.1111/1365-2435.13540,2020,Functional Ecology,Research Article,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.x95x69pdz (Eikenaar, Winslott, Hessler, & Isaksson, 2020).",Yes,Germany,Germany,Germany,Yes - First author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"Analyses were done in SPSS version 25.0 (IBM, New York).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,20
2025/09/30 11:08:28 am GMT,54,http://doi.org/10.1111/1365-2656.13279,2020,Journal of Animal Ecology,Research Article,"Analyses reported in this article can be reproduced using the data provided in Zenodo https://doi.org/10.5281/zenodo.3775431 (Rozen-Rechels, Farigoule, et al., 2020).",Yes,France,France,NA,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Zenodo,Yes,Yes,Yes,.csv/.tsv,Yes,10,All the data necessary to reproduce all analyses and results are archived.,Yes,CC BY,No,NA,No,NA,NA,Yes,NA,"Yes, but it's not explicitly mentioned in the data archiving statement",No,NA,Code is archived with the data (but this is not explicitly mentioned in the paper),Zenodo,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",No,NA,4,No,NA,NA,No,Yes,CC BY,NA,No,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,31
2025/09/30 11:08:30 am GMT,2416,10.1111/1365-2664.12897,2017,Journal of Applied Ecology,Research Article,"Data used in this paper are available via the Dryad Digital Repository https://doi.org/10.5061/dryad.3kj10 (Turunen et al. 2017).
",Yes,Finland,Finland,Finland,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,Yes,1,No,NA,Finland,Yes,All analyses were performed using r software (version 3.2.2; R Core Team 2015).,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,29
2025/09/30 11:08:46 am GMT,164,10.1111/1365-2656.13586,2021,Journal of Animal Ecology,Research Article,"The dataset is available at Dryad Digital Repository https://doi.org/10.5061/dryad.wm37pvmns (Rabdeau, Arroyo, et al., 2021).",Yes,France,France,France,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.txt,Yes,8,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"Statisticswere performed with R software (v. 3.5.1, R Development CoreTeam, 2018).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,142
2025/09/30 11:09:53 am GMT,4787,10.1111/1365-2745.13058,2018,Journal of Ecology,Research Article,"Data available from the Dryad Digital Repository: https://doi.org/10.5061/dryad.7198505 (Zartman, 2018).",Yes,Brazil,Brazil;Panama,Panama,Yes - First author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),Yes,6,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC0,No,NA,No,NA,NA,Yes,"All analyses were carried out using R software, version 3.2.5 (R Core Team, 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,96
2025/09/30 11:10:25 am GMT,189,http://doi.org/10.1111/1365-2664.14645,2024,Journal of Applied Ecology,Research Article,"Analyses reported in this article can be reproduced using the data available on the Dryad Digital Repository via https://doi.org/10.5061/dryad.z612jm6kc (Singh et al., 2024).",Yes,United States of America,United States of America,South Africa,Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),Yes,10,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"We tested differences in grass cover, volume and patch size across the treatments and plot sizes using a Kruskal–Wallis and Dunn's post hoc comparison test (Dunn, 1961). We also calculated the effect size of the Kruskal–Wallis test (Kotrlik & Williams, 2003) based on the H-statistic to determine the percentage of variance in the vegetation metrics explained by the treatment effect using the R package rstatix (Kassambara, 2020). The H-statistic was interpreted as follows: values >0.01 but <0.06 (small effect), >0.06 but <0.14 (moderate effect) and ≥0.14 (large effect). We used kernel density estimation (plotted in the R package ggplot2, R Core Team, 2021) to compare the distribution of grass height and short grass patch sizes across the fire treatments.

To evaluate the spatial continuity of short grasses patches, we constructed semivariograms in the gstat R package (Pebesma & Graeler, 2023).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,15
2025/09/30 11:13:32 am GMT,1059,https://doi.org/10.1111/1365-2664.13848,2021,Journal of Applied Ecology,Research Article,Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.1jwstqjtp (Nosal et al. 2021).,Yes,United States of America,United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,No,NA,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC0,Yes,1,No,NA,NA,Yes,The probability of presence off La Jolla was then estimated using a generalized linear mixed model (GLMM) with a binomial distribution and individual shark as a random effect via the lme4 package in R version 4.0.2 (Bates et al. 2015).,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,26
2025/09/30 11:13:41 am GMT,536,http://doi.org/10.1111/1365-2435.14300,2023,Functional Ecology,Research Article,"Data deposited in the Dryad Digital Repository: https://doi.org/10.5061/dryad.dfn2z356c (Sivault et al., 2023).",Yes,Czechia,France,France;United Kingdom of Great Britain and Northern Ireland,Authors are from SOME regions data was collected from but not all,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,4,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"A PLS correlation coefficient (Rpls) and the percentage of covariance for each axis were obtained using the function ‘pls2b’ in R from the Morpho library (Schlager, 2013).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,123
2025/09/30 11:14:04 am GMT,1547,10.1111/1365-2435.13357,2019,Functional Ecology,Research Article,"Code and data associated with the manuscript are available at https://doi.org/10.5281/zenodo.2660074 (van der Hoop et al., 2019).",Yes,Denmark,Denmark,Denmark,No authors are based in the georegion;Yes - Data labourers from the georegion are in the Acknowledgements;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Zenodo,Yes,Yes,Yes,.mat,Yes,1,Unsure,Yes,CC0,No,NA,No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Zenodo,Yes,Yes,Maybe if I had the right software,MATLAB,"native source code (e.g. .R, .py, .jl, etc)",Yes,1,NA,No,Not an R package,NA,No,Yes,CC0,NA,No,NA,NA,No,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,106
2025/09/30 11:14:11 am GMT,621,10.1111/1365-2435.13204,2018,Functional Ecology,Research Article,"All data are publicly available in the Figshare Repository (Mesquita-Neto, Blüthgen, & Schlindwein, 2018; https://doi.org/10.6084/m9.figshare.6073598).",Yes,Brazil,Brazil,Brazil,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Figshare,No,Yes,Yes,.txt,No,NA,NA,Yes,CC BY,No,NA,No,NA,NA,Yes,"The interaction data were assembled into a quantitative bipartite network using the bipartite package (Dormann, 2011; Dormann, Gruber, & Fründ, 2008) in R version 3.3.3 (R Core Team, 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,94
2025/09/30 11:15:03 am GMT,6487,10.1111/1365-2664.12978,2017,Journal of Applied Ecology,Research Article,"Sacramento River Fall-run Chinook production estimates from the ChinookProd dataset are maintained by the U.S. Fish and Wildlife Service. Data from years 1952–2010 are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.kt136 (Yamane, Botsford, & Kilduff, 2017).",Yes,United States of America,United States of America,NO DATA COLLECTED;The used data was already collected and maintained by the U.S. Fish and Wildlife Service.,Yes - First author;Yes - Last author;Yes - One or more middle authors,The used data was already collected and maintained by the U.S. Fish and Wildlife Service.,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,"A short description has been given in the ""Usage Notes"" within the Dryad landing page.",NA,Unsure,Yes,CC0,No,NA,No,NA,United States of America,Unsure,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,65
2025/09/30 11:16:04 am GMT,1330,10.1111/1365-2435.13735,2020,Functional Ecology,Research Article,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.dncjsxkz1 (Sapage et al., 2020).",Yes,Portugal,Portugal,NO DATA COLLECTED,Simulation study so no ecoregions,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.txt,Yes,8,"Simulated data can be recreated, only a smaller example is already archived.",Yes,CC0,Unsure,Unclear,Unclear,Unclear,UNCLEAR,Yes,NA,"Yes, but it's not explicitly mentioned in the data archiving statement",No - but it is described in the Methods,"The code for the mathematical model (programmed in C, using the GNU Scientific Library, version 2.3; Galassi et al., 2009) have been deposited in the Dryad Digital Repository (Sapage et al., 2020). The statistical analyses were done with R, version 3.6.1 (R Core Team, 2019).",Yes,Dryad,Yes,Yes,Yes,"R (including Rmarkdown, Quarto);C/C++","native source code (e.g. .R, .py, .jl, etc)",Yes,7,5,Yes,Not an R package,NA,No,Yes,CC0,NA,Unclear,Unclear,NA,Unclear,Unclear,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,103
2025/09/30 11:17:18 am GMT,225,10.1111/2041-210X.13440,2019,Methods in Ecology and Evolution,Application,"Code for the R package can be found on GitHub at https://github.com/ropensci/taxadb and is archived on Zenodo at https://doi.org/10.5281/zenodo.3903858 (Boettiger, Norman, & Krystalli, 2020). The taxonomic database is also stored on Github at https://github.com/boettiger-lab/taxadb-cache. The original taxonomic data are stored by the individual provider, see ‘Catalogue of Life’, http://www.catalogueoflife.org/ (Roskov et al., 2018), ‘IT IS’, https://www.itis.gov (ITIS, 2019), ‘NCBI’, https://www.ncbi.nlm.nih.gov/taxonomy (National Center for Biotechnology Information, 2019), ‘GBIF’, https://gbif.org (GBIF, 2019), ‘Fishbase’, https://fishbase.se (Froese & Pauly, 2019), ‘Open Tree Taxonomy’, https://tree.opentreeoflife.org (Rees & Cranston, 2017), ‘IUCN’, https://www.iucnredlist.org/resources/tax-sources (International Union for Conservation of Nature & Natural Resources, 2019).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,Yes,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",Yes,9,7,Yes,Yes,NA,Yes,Yes,MIT,18,Unclear,NA,"unit tests, continuous integration, lifecycle badges",Unclear,Unclear,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,91
2025/09/30 11:17:23 am GMT,1242,10.1111/1365-2745.12808,2017,Journal of Ecology,Research Article,"Data can be accessed through the Dryad Digital Repository https://doi.org/10.5061/dryad.6c886 (Janssen et al., 2017).",Yes,France,France,France,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,Yes,5,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,CC0,No,0,No,0,UNCLEAR,Yes,Analyses were performed with R version 3.2.2 (R Core Team 2016).,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,1
2025/09/30 11:17:29 am GMT,7074,10.1111/1365-2745.13185,2019,Journal of Ecology,Research Article,"The data are archived at MetaboLights: https://www.ebi.ac.uk/
metabolights/MTBLS544 (Ristok et al., 2019).",Yes,Germany,Germany,Germany,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Metabolights,Yes,Yes,Yes,.csv/.tsv;.txt,Yes,9,All the data necessary to reproduce all analyses and results are archived.,Yes,EMBL-EBI,No,NA,No,NA,NA,Yes,"We performed peak picking, feature alignment and
feature group collapse in r v3.3.3 (R Core Team, 2017) using the
Bioconductor (Huber et al., 2015) packages ‘xcms’ (Benton, Want,
& Ebbels, 2010; Smith, Want, O'Maille, Abagyan, & Siuzdak, 2006;
Tautenhahn, Böttcher, & Neumann, 2008) and ‘CAMERA’ (Kuhl,
Tautenhahn, Böttcher, Larson, & Neumann, 2012).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,71
2025/09/30 11:17:41 am GMT,2699,http://doi.org/10.1111/1365-2664.14378,2023,Journal of Applied Ecology,Research Article,"Data available from FigShare https://doi.org/10.6084/m9.figshare.22178651.v1 (Dániel-Ferreira et al., 2023).",Yes,Sweden,Sweden,Sweden,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Figshare,Yes,Yes,Yes,.csv/.tsv,Yes,8,All the data necessary to reproduce all analyses and results are archived.,Yes,CC BY,No,NA,NA,NA,NA,Yes,"All statistics were performed using the R software (R Core Team, 2020).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,81
2025/09/30 11:18:24 am GMT,4788,10.1111/1365-2435.12919,2017,Functional Ecology,Research Article,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.v577v (Durston & El-Sabaawi, 2017).",Yes,Canada,Canada,Canada,Yes - First author;Yes - Last author;Yes - Data labourers from the georegion are in the Acknowledgements,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,"Data analysis was done in r (R Core Team, 2016)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"This is an older paper, the ""open science"" section is called ""data accessibility""",2025-09-30,NA,NA,NA,NA,NA,NA,96
2025/09/30 11:18:44 am GMT,190,http://doi.org/10.1111/1365-2745.13751,2021,Journal of Ecology,Research Article,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.866t1g1r4 (Mungi et al., 2021).",Yes,India,India,India,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),Yes,3,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,Yes,1,No,NA,India,Yes,"We fitted general LMM using the lme4 package in R (ver. 1.1.4; Bates et al., 2018). Model statistics were estimated using the nlme package (Pinheiro et al., 2020), while model fit was assessed by using the MuMin package (Bartoń, 2018). We used Akaike information criterion (AIC; Akaike, 1973) to compare candidate models with different combinations of covariates for modelling invasive plant richness.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,15
2025/09/30 11:19:15 am GMT,7527,10.1111/2041-210X.13423,2020,Methods in Ecology and Evolution,Research Article,"We provide all the MInOSSE functions as an r software (R Core Team, 2019) package at https://github.com/francesco-carotenuto/EcoPast along with all the scripts to perform MInOSSE under both Eco-sims and ST-sims and to compare its performance with polygon-based methods: https://zenodo.org/badge/latestdoi/253762735 (Carotenuto et al., 2020).",Yes,Italy,Italy,NO DATA COLLECTED,NA,NA,Yes,Yes,"GitHub, GitLab, Codeberg or similar platform;Zenodo",Yes,Yes,Maybe if I had the correct software,.txt;.R; .jpg; .gif; .Rd; .grd; .gri; .rda,Yes,3,Most data are provided with only small omissions (~75% of analyses can be repeated).,Yes,License: Open (Other),No,NA,No,NA,NA,Yes,NA,Yes,Yes,NA,Yes,"GitHub, Codeberg, Gitlab, or similar platform;Zenodo",Yes,Yes,Maybe if I had the right software,"R (including Rmarkdown, Quarto)","native source code (e.g. .R, .py, .jl, etc)",Yes,4,7,No,Unable to check,NA,Yes,Yes,License: Other (Open),NA,No,NA,NA,No,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,87
2025/09/30 11:19:25 am GMT,652,10.1111/1365-2435.12903,2017,Functional Ecology,Research Article,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.s9b8d (Wang et al., 2017b).",Yes,China,China,China,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.xls(x),No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,79
2025/09/30 11:19:30 am GMT,2398,https://doi.org/10.1111/1365-2656.13294,2020,Journal of Animal Ecology,Research Article,"Data available from the Dryad Digital Repository https://doi.org/10.5061/dryad.vq83bk3qd (Brandell et al., 2020).",Yes,United States of America,United States of America,NO DATA COLLECTED,NA,NA,Yes,Yes,Dryad,Yes,Yes,Yes,.csv/.tsv,No,NA,All the data necessary to reproduce all analyses and results are archived.,Yes,CC0,No,NA,No,NA,NA,Yes,NA,Yes,No but it is in the dryad digital repository,NA,Yes,Dryad,Yes,Yes,Yes,"R (including Rmarkdown, Quarto)",.doc(x),Yes,3,9,No,Not an R package,NA,No,Yes,CC0,NA,No,NA,NA,No,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,44
2025/09/30 11:19:58 am GMT,4814,http://doi.org/10.1111/1365-2745.13977,2022,Journal of Ecology,Research Article,"The data used in this study are deposited in Figshare: https://doi.org/10.6084/m9.figshare.20375598.v1 (Caballol et al., 2022).",Yes,Spain,Spain,Spain,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,Yes,Yes,Figshare,Yes,Yes,Yes,.xls(x),Yes,7,All the data necessary to reproduce all analyses and results are archived.,Yes,CC BY,No,NA,No,NA,NA,Yes,"Linear and logistic regression analyses were performed using the lm and glm functions in R studio v2022.2.2.485 (RStudio Team, 2020), respectively.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,5
2025/09/30 11:20:09 am GMT,800,https://doi.org/10.1111/2041-210X.13063,2018,Methods in Ecology and Evolution,Research Article,Data used for this study are archived in the University of Gloucestershire Repository http://eprints.glos.ac.uk/id/eprint/5772.,Yes,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NA,NA,data come from twitter,Yes,Yes,Institutional repository,No,Yes,Yes,.xls(x),No,NA,The main analyses of the paper cannot be repeated with the data that has been archived.,Yes,Twitter’s own licensing,Unsure,NA,Unclear,NA,NA,Yes,"Data were mined from Twitter’s Application Program Interface
(API), which allows access to Twitter’s raw data, using propri-
etary code commercially developed by the eponymous company
“FollowtheHashtag.com",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2025-09-30,NA,NA,NA,NA,NA,NA,95
