paper_number,doi,year_published,journal,article_type,data_used,data_availability,data_availability_text,data_link,data_archive,data_doi,data_license,data_license_type,data_download,data_open,data_format,data_README,data_README_scale,data_completeness,code_used,code_alert,code_archived,code_availability,code_link,code_archive,code_doi,code_license,code_license_type,code_CITATION,code_download,code_open,code_format,code_language,code_README,code_README_scale,code_annotation_scale,code_vignette,code_Rpackage_available,code_OTHERpackage_available,code_application_cited,code_comments,country_corresponding,country_first,georegion_data,georegion_author_match,georegion_data_cited,equity_comments,comments,course_of_action,justification,recorder_ID
284,http://doi.org/10.1111/1365-2745.14039,2022,Journal of Ecology,Research Article,No,NA,"All vegetation, soils and atmospheric deposition data is available for download from the NERC Environmental Information Data Centre. Vegetation data is available at: https://doi.org/10.5285/67bbfabb-d981-4ced-b7e7-225205de9c96 (Barr, Bunce, Smart, & Whittaker, 2014); https://doi.org/10.5285/26e79792-5ffc-4116-9ac7-72193dd7f191 (Barr, Bunce, Gillespie, Hallam, et al., 2014); https://doi.org/10.5285/07896bb2-7078-468c-b56d-fb8b41d47065 (Barr, Bunce, Gillespie, Howard, et al., 2014); https://doi.org/10.5285/85c71959-0f7c-4f04-b3a7-152673107a85 (Bunce et al., 2014); https://doi.org/10.5285/fd6ae272-aeb5-4573-8e8a-7ccfae64f506 (Smart et al., 2020). Soils data is available at: https://doi.org/10.5285/85c71959-0f7c-4f04-b3a7-152673107a85 (Bunce et al., 2016); https://doi.org/10.5285/9d1eada2-3f8b-4a7b-a9b0-a7a04d05ff72 (Black et al., 2016); https://doi.org/10.5285/79669141-cde5-49f0-b24d-f3c6a1a52db8 (Emmett et al., 2016); https://doi.org/10.5285/aaada12b-0af0-44ba-8ffc-5e07f410f435 (Robinson et al., 2020). Atmospheric deposition data is available at: https://doi.org/10.5285/9b203324-6b37-4e91-b028-e073b197fb9f (Tomlinson et al., 2020).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"All statistical modelling presented here was undertaken in the brms package (v2.15.0) in R (v4.0.3), an interface to Stan (v2.21.2) (B?ºrkner, 2017; Carpenter et al., 2017).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Yes - First author;Yes - Last author;Yes - One or more middle authors,UNCLEAR,NA,No sure about how to handle the data. They used lots of published data sets but to my knowledge did not publish new data.,Edit,Data are not novel so have updated answers to reflect this,78
6893,10.1111/1365-2664.14664,2024,Journal of Applied Ecology,Research Article,No,NA,"Data are available via the SEA scieNtific Open data Edition (SEANOE), https:// doi. org/ 10. 17882/ 91719 (Elliott et al., 2022).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,No - but it is described in the Supplemental Materials,No,Supplementary materials,No,No,NA,No,Yes,Yes,"markdown / notebook containing code (e.g. .Rmd, .qmd, etc)","R (including Rmarkdown, Quarto)",No,NA,2,No,Not an R package,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NO DATA COLLECTED,No novel data collected. But authors acknowledge the work of people involved in collecting data.,France,"All authors, except the first author, are based on France. However, the first author was a Post-doc in France until March 2022, then moved to UK.","(1) In EQUITY Q4. I choose option ""Other"": No novel data collected. But authors acknowledge the work of people involved in collecting data. I assumed Q4 refers only to ""collected data"" I think I must skipped the question, but I wanted to notice that authors recognize efforts to get the data they used. (2) The paper has not free/open access, so I ask to a friend to send the paper to review.",Edit,Data are not novel so have updated answers to reflect this,70
6894,10.1111/1365-2435.14151,2022,Functional Ecology,Research Article,Yes,Yes,"Data are archived for public use in the Sierra Nevada Bighorn Sheep Database of the California Department of Fish and Wildlife, but not elsewhere owing to the sensitive nature of biological data for endangered species in this study (Sierra Nevada bighorn sheep). Data requests can be submitted to asksnbs@wildlife.ca.gov reference number FE-2022-00464 (Denryter, Conner, et al., 2022).",Yes,Institutional repository,No,Unsure,NA,No - because the data are embargoed,No,NA,Unsure,NA,Unsure,Yes,"To classify migratory tactics of Sierra bighorn we used migrateR (Spitz et al., 2017), which extends net-squared displacement models for long-distance migrants (Bunnefeld et al., 2011) to elevational migration.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States of America,United States of America,United States of America,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,NA,"Not actual issues, but I made the following assumptions based on Discord discussion.
(1) General-Q7: YES. Paper has data, archived for public use, upon request, but is embargoed. Availability statement provides instruction to access the data.
(2) Code-Q01: NO. Authors use MARK software (a GUI interface). There are no references in the text about the use of any programming language for the main analysis.",Edit,"Embargoed data are represented correctly but paper did use code, updated answers to reflect this",70
7422,10.1111/1365-2656.14148,2024,Journal of Animal Ecology,Research Article,Yes,Yes,"Data and code used in this manuscript are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.nvx0k6f0t (Stephens et al., 2024).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,Yes,10,The paper fulltext is not accessible.,Yes,The paper fulltext is not accessible.,NA,Yes,Yes,Zenodo,Yes,Yes,MIT,No,The code was ot available on Dryad.,No,"native source code (e.g. .R, .py, .jl, etc)","R (including Rmarkdown, Quarto)",Yes,10,3,No,Not an R package,NA,NA,NA,United States of America,United States of America,The paper fulltext is not accessible.,The paper fulltext is not accessible.,United States of America,NA,The paper fulltext was not accessible.,Delete,Too many issues here to redo quickly,65
7427,10.1111/1365-2664.14478,2023,Journal of Applied Ecology,Research Article,Yes,Yes,"Data available at the Open Science Framework https://doi.org/10.17605/OSF.IO/8ZGS5 (Polst et al., 2023).",Yes,OSF (https://osf.io/),Yes,no License could be found on the OSF repository.,NA,Yes,Yes,.xls(x),Yes,2,Unsure,Yes,"Statistical assessment was done using R (R Core Team, 2020). Effect sizes (Hedges' g) and their confidence interval were calculated using the esc package (L?ºdecke, 2019).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,Germany,Germany,Yes - First author;Yes - Last author;Yes - One or more middle authors;Yes - Data labourers from the georegion are in the Acknowledgements,NA,NA,No code was archived.,None,Comment information documented in answers,65
7428,10.1111/1365-2664.13492,2019,Journal of Animal Ecology,Research Article,Yes,Yes,"Data can be accessed through Zenodo https://doi.org/10.5281/zenodo.3366104 (Pillay, Fletcher, Sieving, Udell, & Bernard, 2019).",Yes,Zenodo,Yes,Yes,CC BY,Yes,Yes,.wav,Yes,10,Unsure,Yes,NA,Yes,No - but it is described in the Supplemental Materials,Yes,Supplementary materials,No,No,NA,No,Yes,Yes,.pdf,"R (including Rmarkdown, Quarto)",No,NA,1,No,Not an R package,NA,NA,The code does not include any annotation.,United States of America,United States of America,Malaysia,Yes - Last author;Yes - Data labourers from the georegion are in the Acknowledgements,NA,NA,It was not straightforward to find the code.,Edit,"There is some R code presented within the PDF describing the supplementary model details, likely incomplete",65
7429,10.1002/pan3.10623,2024,People and Nature,Research Article,Yes,Yes,"All data used in the analysis can be found freely online on Figshare. Filazzola, Alessandro; Xie, Garland; Birchard, Katie; Shrestha, Namrata; Brown, Danny; MacIvor, Scott (2024). Patterns of human activity paired with census data for the largest city parks in Toronto, Canada. figshare. Dataset. https://doi.org/10.6084/m9.figshare.25066136.v1.",Yes,Figshare,Yes,Yes,MIT,Yes,Yes,.csv/.tsv;.shp,Yes,5,Unsure,Yes,"We fit a linear mixed model (package lmerTest, function lmer) with temperature and precipitation as predictors, park activity as the response and park ID as a random effect.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Canada,Canada,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,NA,No code was archived.,None,Comment information documented in answers,65
7430,10.1111/1365-2435.12997,2017,Functional Ecology,Research Article,Yes,Yes,"The experimental dataset generated and analysed in this study is available from the Dryad Digital Repository https://doi.org/10.5061/dryad.675mr (Griffiths, Petchey, Pennekamp, & Childs, 2017).

",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.csv/.tsv,"The data description is included in the Usage Notes section, not as a separate README file.",4,Unsure,Yes,"The automated digital video processing r package, bemovi (Pennekamp, Schtickzelle, & Petchey, 2015) was used to remove static background debris, locate and measure individual prey and reconstruct their trajectories. We used the ‚Äúmgcv‚Äù package in r to fit generalised additive models describing the linked community dynamics (Equations 1a-1d; Wood, 2006).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,"The location of data collection seems to be in the UK, but it is not explicitly stated in the mansscript.",Yes - First author;Yes - Last author,NA,NA,No code was archived.,None,Comment information documented in answers,65
472,10.1002/pan3.10758,2024,People and Nature,Research Article,Yes,Yes,"The data on which this research is based are securely archived at The University of Adelaide. To preserve confidentiality and research participant anonymity as promised in the context of informed consent of participants, the data are not made publicly available.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,Australia,Australia,Yes - First author;Yes - Last author;Yes - One or more middle authors;All authors,NA,NA,The data on which this research is based are securely archived at The University of Adelaide and not publicly available to preserve confidentiality and research participant anonymity. So I was unsure how to describe this case in the Data section properly.,Edit,Updated answers to reflect comment,47
1777,10.1111/2041-210X.13124,2018,Methods in Ecology and Evolution,Research Article,Yes,Yes,"Data deposited in the Dryad Digital Repository https://doi.org/10.5061/dryad.6kv7k29 (Morales-Barbero & Vega-?Ålvarez, 2018).",Yes,Dryad,Yes,Yes,CC0,Yes,Maybe if I had the correct software,.rar,"Not in Dryad page, unsure if it is in file, as I couldn't access",NA,Unsure,Yes,NA,Yes,No - but it is described in the Supplemental Materials,No,Supplementary materials,No,No,NA,No,Yes,Yes,"native source code (e.g. .R, .py, .jl, etc)","R (including Rmarkdown, Quarto)",No,NA,9,No,Not an R package,NA,NA,NA,Spain,Spain,NO DATA COLLECTED,"Global data was used, not region-specific",NA,NA,Flagging this study just in case because the country for the corresponding author on the spreadsheet (United States) does not match the country that is listed as the corresponding/first author's country of residence (Spain),Edit,Updated corresponding author country based on paper,124
1778,10.1111/1365-2745.14136,2023,Journal of Ecology,Research Article,Yes,Yes,"Data are available on Dryad Digital Repository https://doi.org/10.5061/dryad.5qfttdzbb (Oram, 2023).",Yes,Dryad,Yes,Yes,CC0,Yes,Yes,.xls(x),"Yes, but unable to open",NA,Unsure,Yes,"Statistical analyses were performed in R version 4.1.0 (R Core Team, 2020)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Austria,Australia;Ireland,Austria,Yes - First author;Yes - Last author;Yes - One or more middle authors;Data labourers are in the Acknowledgements but it is unclear where they are based,NA,NA,It was a little unclear to me if the data archived was sufficient to do all of the analyses outlined in the methods,None,Comment information documented in answers,124
287,http://doi.org/10.1111/1365-2656.13818,2022,Journal of Animal Ecology,Research Article,Yes,Yes,"Data available from the Open Science Framework Repository: osf.io/ps9q8 (Alonso et al., 2022).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,All statistical analyses were performed with R version 4.1.2.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Spain,Spain,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,NA,"I am not experienced with OSF but I cannot access the data via the provided link, as it prompts a website stating that I need to request permission. When I search for the data set on OSF using the paper name of author names, I cannot find it.",Edit,"Enterer is correct, OSF link is broken and no repository matches the paper name, so have updated answers to reflect this",78
1150,10.1111/1365-2435.13191,2018,Functional Ecology,Research Article,Yes,Yes,"The model outcomes are available at the Zenodo open digital repository (accession number 166313; https://doi.org/10.5281/zenodo.166313), Ejsmond, McNamara, S??reide, and Varpe (2018).",Yes,Zenodo,Yes,Yes,CC BY,Yes,Maybe if I had the correct software,.mat,Yes,6,All the data necessary to reproduce all analyses and results are archived.,Yes,[in data repository] Each file in the archive contains data (stored as Matlab workspaces).,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poland,Norway;Poland,NO DATA COLLECTED,NA,NA,Novel data were simulated,"I can't open the Matlab files, but they are described as 'results', so I am pretty sure they contain the simulated data but not the model that produced them. The model itself is described as equations but does not seem to be present in code form.",None,Comment information documented in answers,33
7230,http://doi.org/10.1111/1365-2656.13009,2019,Journal of Animal Ecology,Research Article,Yes,Yes,"Individual encounter histories for both species of giant petrels are available here: Dryad entry: https://doi.org/10.5061/dryad.37qt6nm (Gianuca et al., 2019). Data on climate indexes were obtained from the Climate Diagnostics Centre of NOAA (http://www.cdc.noaa.gov/people/cathy.smith/best/) and the Climate Prediction Centre of NOAA (http://www.cpc.ncep.noaa.gov/). Atmospheric and oceanographic data were obtained from MODIS (http://www.science.oregonstate.edu/ocean.productivity), SeaWiFS (https://oceancolor.gsfc.nasa.gov/data/seawifs/) and QuickSCAT/ASCAT (http://cersat.ifremer.fr/data/products/catalogue) databases. Krill data are available in Fielding et al., (2014). Publicly available fishery effort data were downloaded directly from ICCAT (https://www.iccat.int/en/t2ce.asp) or are provided in Tuck et al. (2015a): Dryad entry: https://doi.org/10.5061/dryad.7f63m (Tuck et al., 2015b). Data from several fisheries agencies are commercially sensitive and have not been archived, but can be requested through the agency data managers: CCAMLR (www.ccamlr.org/), Falkland Islands (www.fis.com/falklandfish). The giant petrel tracking data can be downloaded from the BirdLife International Seabird Tracking Database (http://seabirdtracking.org/mapper/contributor.php?contributor_xml:id=361; dataset ids: 497, 498, 499, 500, 1,385, 1,392, 1,393).",Yes,Dryad;Institutional repository,Yes,Yes,CC0,Yes,Yes,.txt,Yes,2,The main analyses of the paper cannot be repeated with the data that has been archived.,Yes,"we developed a series of stochastic, two-sex population matrix model for each giant petrel species (Appendix S3, Caswell, 2001) in R (R Development Core Team, 2011)",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Yes - First author;Yes - Last author;Yes - One or more middle authors,NA,"There is a mistake in the spreadsheet regarding the corresponding author country (stated as Brazil, when the paper only list UK)","Mismatch for the corresponding author country between the spreadsheet (Brazil) and the paper (UK). I used the correct one (UK), but the spreadsheet it wrong.",None,Corresponding author country matches paper,93
